holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,month,day_of_week,hour
None,273.34,0.0,0.0,90,Mist,April,Tuesday,21
None,273.26,0.0,0.0,90,Snow,April,Tuesday,22
None,273.26,0.0,0.0,90,Mist,April,Tuesday,22
None,273.26,0.0,0.0,90,Snow,April,Tuesday,22
None,273.26,0.0,0.0,90,Fog,April,Tuesday,22
None,273.2,0.0,0.0,90,Snow,April,Tuesday,23
None,273.2,0.0,0.0,90,Fog,April,Tuesday,23
None,273.2,0.0,0.0,90,Snow,April,Tuesday,23
None,273.2,0.0,0.0,90,Mist,April,Tuesday,23
None,273.16,0.0,0.0,90,Snow,April,Wednesday,0
None,273.16,0.0,0.0,90,Mist,April,Wednesday,0
None,273.08,0.0,0.0,90,Snow,April,Wednesday,1
None,273.08,0.0,0.0,90,Mist,April,Wednesday,1
None,272.86,0.0,0.0,90,Snow,April,Wednesday,2
None,272.86,0.0,0.0,90,Mist,April,Wednesday,2
None,272.73,0.0,0.0,90,Snow,April,Wednesday,3
None,272.73,0.0,0.0,90,Mist,April,Wednesday,3
None,272.37,0.0,0.0,90,Snow,April,Wednesday,4
None,272.37,0.0,0.0,90,Mist,April,Wednesday,4
None,272.0,0.0,0.0,75,Snow,April,Wednesday,5
None,271.68,0.0,0.0,90,Clouds,April,Wednesday,6
None,271.21,0.0,0.0,75,Clouds,April,Wednesday,8
None,272.24,0.0,0.0,40,Clouds,April,Wednesday,9
None,273.06,0.0,0.0,20,Clouds,April,Wednesday,10
None,273.91,0.0,0.0,1,Clear,April,Wednesday,11
None,275.19,0.0,0.0,40,Clouds,April,Wednesday,12
None,275.68,0.0,0.0,1,Clear,April,Wednesday,13
None,276.77,0.0,0.0,40,Clouds,April,Wednesday,14
None,277.51,0.0,0.0,75,Clouds,April,Wednesday,15
None,277.81,0.0,0.0,40,Clouds,April,Wednesday,16
None,278.07,0.0,0.0,40,Clouds,April,Wednesday,17
None,278.16,0.0,0.0,20,Clouds,April,Wednesday,18
None,277.86,0.0,0.0,5,Clear,April,Wednesday,19
None,276.56,0.0,0.0,1,Clear,April,Wednesday,20
None,274.92,0.0,0.0,1,Clear,April,Wednesday,21
None,274.07,0.0,0.0,1,Clear,April,Wednesday,22
None,273.24,0.0,0.0,1,Clear,April,Wednesday,23
None,272.55,0.0,0.0,1,Clear,April,Thursday,0
None,271.85,0.0,0.0,1,Clear,April,Thursday,1
None,271.29,0.0,0.0,1,Clear,April,Thursday,2
None,270.58,0.0,0.0,1,Clear,April,Thursday,3
None,270.26,0.0,0.0,1,Clear,April,Thursday,4
None,270.11,0.0,0.0,1,Clear,April,Thursday,5
None,270.08,0.0,0.0,20,Clouds,April,Thursday,6
None,270.48,0.0,0.0,1,Clear,April,Thursday,7
None,272.21,0.0,0.0,1,Clear,April,Thursday,8
None,274.34,0.0,0.0,1,Clear,April,Thursday,9
None,276.58,0.0,0.0,1,Clear,April,Thursday,10
None,278.87,0.0,0.0,20,Clouds,April,Thursday,11
None,280.6,0.0,0.0,40,Clouds,April,Thursday,12
None,281.49,0.0,0.0,75,Clouds,April,Thursday,13
None,282.69,0.0,0.0,40,Clouds,April,Thursday,14
None,282.76,0.0,0.0,90,Clouds,April,Thursday,15
None,282.08,0.0,0.0,75,Drizzle,April,Thursday,16
None,282.08,0.0,0.0,75,Rain,April,Thursday,16
None,281.36,0.0,0.0,90,Clouds,April,Thursday,17
None,278.63,0.0,0.0,90,Rain,April,Thursday,18
None,278.63,0.0,0.0,90,Rain,April,Thursday,18
None,277.49,0.0,0.0,90,Clouds,April,Thursday,19
None,276.39,0.0,0.0,90,Rain,April,Thursday,20
None,275.56,0.0,0.0,75,Rain,April,Thursday,21
None,275.36,0.0,0.0,75,Clouds,April,Thursday,22
None,275.42,0.0,0.0,75,Clouds,April,Thursday,23
None,275.24,0.0,0.0,75,Rain,April,Friday,0
None,275.24,0.0,0.0,75,Snow,April,Friday,0
None,274.79,0.0,0.0,90,Clouds,April,Friday,1
None,274.51,0.0,0.0,90,Clouds,April,Friday,2
None,274.39,0.0,0.0,90,Clouds,April,Friday,3
None,273.97,0.0,0.0,90,Clouds,April,Friday,4
None,273.75,0.0,0.0,90,Clouds,April,Friday,5
None,273.27,0.0,0.0,40,Clouds,April,Friday,6
None,273.19,0.0,0.0,40,Clouds,April,Friday,7
None,274.89,0.0,0.0,75,Clouds,April,Friday,9
None,275.6,0.0,0.0,75,Clouds,April,Friday,10
None,276.55,0.0,0.0,75,Clouds,April,Friday,11
None,278.03,0.0,0.0,40,Clouds,April,Friday,12
None,279.31,0.0,0.0,20,Clouds,April,Friday,13
None,280.63,0.0,0.0,20,Clouds,April,Friday,14
None,281.8,0.0,0.0,40,Clouds,April,Friday,15
None,282.58,0.0,0.0,20,Clouds,April,Friday,16
None,283.03,0.0,0.0,40,Clouds,April,Friday,17
None,283.19,0.0,0.0,40,Clouds,April,Friday,18
None,282.75,0.0,0.0,75,Clouds,April,Friday,19
None,281.7,0.0,0.0,75,Clouds,April,Friday,20
None,281.01,0.0,0.0,90,Clouds,April,Friday,21
None,280.52,0.0,0.0,90,Clouds,April,Friday,22
None,280.34,0.0,0.0,90,Clouds,April,Friday,23
None,280.31,0.0,0.0,75,Clouds,April,Saturday,0
None,280.41,0.0,0.0,75,Thunderstorm,April,Saturday,1
None,280.5,0.0,0.0,75,Clouds,April,Saturday,2
None,281.03,0.0,0.0,90,Rain,April,Saturday,3
None,281.03,0.0,0.0,90,Drizzle,April,Saturday,3
None,281.14,0.0,0.0,90,Rain,April,Saturday,4
None,280.9,0.0,0.0,90,Clouds,April,Saturday,5
None,280.88,0.0,0.0,75,Clouds,April,Saturday,6
None,280.91,0.0,0.0,40,Clouds,April,Saturday,7
None,282.57,0.0,0.0,20,Clouds,April,Saturday,8
None,285.27,0.0,0.0,1,Clear,April,Saturday,9
None,286.61,0.0,0.0,1,Clear,April,Saturday,10
None,288.86,0.0,0.0,20,Clouds,April,Saturday,11
None,289.7,0.0,0.0,1,Clear,April,Saturday,12
None,290.97,0.0,0.0,1,Clear,April,Saturday,13
None,292.59,0.0,0.0,1,Clear,April,Saturday,14
None,293.41,0.0,0.0,1,Clear,April,Saturday,15
None,294.13,0.0,0.0,1,Clear,April,Saturday,16
None,294.61,0.0,0.0,1,Clear,April,Saturday,17
None,294.47,0.0,0.0,1,Clear,April,Saturday,18
None,294.04,0.0,0.0,1,Clear,April,Saturday,19
None,292.83,0.0,0.0,1,Clear,April,Saturday,20
None,289.38,0.0,0.0,1,Clear,April,Saturday,21
None,287.88,0.0,0.0,1,Clear,April,Saturday,22
None,286.26,0.0,0.0,1,Clear,April,Saturday,23
None,285.08,0.0,0.0,1,Clear,April,Sunday,0
None,283.88,0.0,0.0,1,Clear,April,Sunday,1
None,281.4,0.0,0.0,1,Clear,April,Sunday,2
None,280.41,0.0,0.0,1,Clear,April,Sunday,3
None,279.36,0.0,0.0,1,Clear,April,Sunday,4
None,278.42,0.0,0.0,1,Clear,April,Sunday,5
None,277.85,0.0,0.0,20,Clouds,April,Sunday,6
None,277.64,0.0,0.0,1,Clear,April,Sunday,7
None,280.22,0.0,0.0,1,Clear,April,Sunday,8
None,284.48,0.0,0.0,40,Clouds,April,Sunday,9
None,288.12,0.0,0.0,1,Clear,April,Sunday,10
None,290.23,0.0,0.0,1,Clear,April,Sunday,11
None,292.58,0.0,0.0,1,Clear,April,Sunday,12
None,293.69,0.0,0.0,1,Clear,April,Sunday,13
None,295.0,0.0,0.0,1,Clear,April,Sunday,14
None,295.56,0.0,0.0,1,Clear,April,Sunday,15
None,295.89,0.0,0.0,1,Clear,April,Sunday,16
None,296.15,0.0,0.0,1,Clear,April,Sunday,17
None,295.92,0.0,0.0,1,Clear,April,Sunday,18
None,295.48,0.0,0.0,1,Clear,April,Sunday,19
None,294.06,0.0,0.0,1,Clear,April,Sunday,20
None,291.82,0.0,0.0,1,Clear,April,Sunday,21
None,290.32,0.0,0.0,1,Clear,April,Sunday,22
None,289.48,0.0,0.0,1,Clear,April,Sunday,23
None,288.53,0.0,0.0,1,Clear,April,Monday,0
None,287.77,0.0,0.0,1,Clear,April,Monday,1
None,286.75,0.0,0.0,1,Clear,April,Monday,2
None,285.89,0.0,0.0,1,Clear,April,Monday,3
None,285.29,0.0,0.0,1,Clear,April,Monday,4
None,284.73,0.0,0.0,1,Clear,April,Monday,5
None,284.25,0.0,0.0,1,Clear,April,Monday,6
None,283.86,0.0,0.0,1,Clear,April,Monday,7
None,284.86,0.0,0.0,1,Clear,April,Monday,8
None,286.96,0.0,0.0,1,Clear,April,Monday,9
None,289.51,0.0,0.0,1,Clear,April,Monday,10
None,291.77,0.0,0.0,1,Clear,April,Monday,11
None,293.76,0.0,0.0,1,Clear,April,Monday,12
None,295.26,0.0,0.0,1,Clear,April,Monday,13
None,295.99,0.0,0.0,1,Clear,April,Monday,14
None,298.04,0.0,0.0,1,Clear,April,Monday,15
None,299.19,0.0,0.0,1,Clear,April,Monday,16
None,299.4,0.0,0.0,40,Clouds,April,Monday,17
None,298.66,0.0,0.0,40,Clouds,April,Monday,18
None,296.55,0.0,0.0,75,Clouds,April,Monday,19
None,294.06,0.0,0.0,1,Clear,April,Monday,20
None,293.17,0.0,0.0,40,Clouds,April,Monday,21
None,289.77,0.0,0.0,90,Rain,April,Monday,22
None,287.99,0.0,0.0,90,Rain,April,Monday,23
None,286.81,0.0,0.0,1,Clear,April,Tuesday,0
None,285.89,0.0,0.0,40,Clouds,April,Tuesday,1
None,285.43,0.0,0.0,75,Clouds,April,Tuesday,2
None,285.22,0.0,0.0,1,Clear,April,Tuesday,3
None,284.3,0.0,0.0,1,Mist,April,Tuesday,4
None,283.29,0.0,0.0,1,Mist,April,Tuesday,5
None,281.83,0.0,0.0,40,Clouds,April,Tuesday,6
None,281.85,0.0,0.0,1,Clear,April,Tuesday,7
None,282.3,0.0,0.0,1,Clear,April,Tuesday,8
None,283.79,0.0,0.0,1,Clear,April,Tuesday,9
None,286.43,0.0,0.0,40,Clouds,April,Tuesday,10
None,287.63,0.0,0.0,1,Clear,April,Tuesday,11
None,289.88,0.0,0.0,1,Clear,April,Tuesday,12
None,293.0,0.0,0.0,20,Clouds,April,Tuesday,13
None,293.66,0.0,0.0,1,Clear,April,Tuesday,14
None,294.95,0.0,0.0,1,Clear,April,Tuesday,15
None,295.68,0.0,0.0,1,Clear,April,Tuesday,16
None,296.04,0.0,0.0,1,Clear,April,Tuesday,17
None,295.83,0.0,0.0,1,Clear,April,Tuesday,18
None,295.67,0.0,0.0,1,Clear,April,Tuesday,19
None,294.5,0.0,0.0,40,Clouds,April,Tuesday,20
None,292.8,0.0,0.0,1,Clear,April,Tuesday,21
None,290.96,0.0,0.0,75,Clouds,April,Tuesday,22
None,291.1,0.0,0.0,1,Clear,April,Tuesday,23
None,290.62,0.0,0.0,1,Clear,May,Wednesday,0
None,290.32,0.0,0.0,1,Clear,May,Wednesday,2
None,290.18,0.0,0.0,1,Clear,May,Wednesday,3
None,290.18,0.0,0.0,1,Thunderstorm,May,Wednesday,4
None,290.12,0.0,0.0,40,Thunderstorm,May,Wednesday,5
None,290.17,0.0,0.0,1,Clear,May,Wednesday,6
None,291.15,0.0,0.0,1,Clear,May,Wednesday,7
None,292.04,0.0,0.0,1,Clear,May,Wednesday,8
None,293.5,0.0,0.0,1,Clear,May,Wednesday,9
None,293.32,0.0,0.0,1,Clear,May,Wednesday,10
None,292.48,0.0,0.0,90,Clouds,May,Wednesday,11
None,291.25,0.0,0.0,90,Clouds,May,Wednesday,12
None,291.38,0.0,0.0,90,Clouds,May,Wednesday,13
None,291.71,0.0,0.0,40,Clouds,May,Wednesday,14
None,292.33,0.0,0.0,40,Clouds,May,Wednesday,15
None,292.22,0.0,0.0,1,Clear,May,Wednesday,16
None,292.24,0.0,0.0,90,Clouds,May,Wednesday,17
None,292.43,0.0,0.0,75,Clouds,May,Wednesday,18
None,291.61,0.0,0.0,1,Clear,May,Wednesday,19
None,290.47,0.0,0.0,40,Clouds,May,Wednesday,20
None,288.47,0.0,0.0,75,Clouds,May,Wednesday,21
None,288.14,0.0,0.0,75,Clouds,May,Wednesday,22
None,287.27,0.0,0.0,90,Clouds,May,Wednesday,23
None,286.85,0.0,0.0,75,Clouds,May,Thursday,0
None,285.64,0.0,0.0,90,Clouds,May,Thursday,1
None,284.88,0.0,0.0,75,Clouds,May,Thursday,2
None,283.92,0.0,0.0,75,Clouds,May,Thursday,3
None,281.64,0.0,0.0,90,Rain,May,Thursday,4
None,281.64,0.0,0.0,90,Rain,May,Thursday,4
None,281.09,0.0,0.0,90,Rain,May,Thursday,5
None,279.67,0.0,0.0,90,Rain,May,Thursday,6
None,278.73,0.0,0.0,90,Rain,May,Thursday,7
None,278.73,0.0,0.0,90,Mist,May,Thursday,7
None,278.73,0.0,0.0,90,Rain,May,Thursday,7
None,277.33,0.0,0.0,90,Rain,May,Thursday,8
None,277.33,0.0,0.0,90,Mist,May,Thursday,8
None,277.33,0.0,0.0,90,Snow,May,Thursday,8
None,277.33,0.0,0.0,90,Drizzle,May,Thursday,8
None,276.07,0.0,0.0,75,Rain,May,Thursday,9
None,276.07,0.0,0.0,75,Mist,May,Thursday,9
None,276.07,0.0,0.0,75,Snow,May,Thursday,9
None,275.43,0.0,0.0,90,Rain,May,Thursday,10
None,275.43,0.0,0.0,90,Mist,May,Thursday,10
None,275.43,0.0,0.0,90,Snow,May,Thursday,10
None,275.42,0.0,0.0,90,Snow,May,Thursday,11
None,275.42,0.0,0.0,90,Mist,May,Thursday,11
None,275.31,0.0,0.0,90,Rain,May,Thursday,12
None,275.31,0.0,0.0,90,Mist,May,Thursday,12
None,275.2,0.0,0.0,90,Snow,May,Thursday,13
None,275.2,0.0,0.0,90,Mist,May,Thursday,13
None,275.2,0.0,0.0,90,Rain,May,Thursday,13
None,275.85,0.0,0.0,90,Snow,May,Thursday,14
None,275.85,0.0,0.0,90,Mist,May,Thursday,14
None,276.28,0.0,0.0,90,Snow,May,Thursday,15
None,276.28,0.0,0.0,90,Mist,May,Thursday,15
None,277.02,0.0,0.0,90,Snow,May,Thursday,16
None,277.02,0.0,0.0,90,Mist,May,Thursday,16
None,277.81,0.0,0.0,90,Clouds,May,Thursday,17
None,277.96,0.0,0.0,90,Rain,May,Thursday,18
None,277.74,0.0,0.0,90,Clouds,May,Thursday,19
None,277.69,0.0,0.0,90,Rain,May,Thursday,20
None,277.89,0.0,0.0,90,Clouds,May,Thursday,21
None,277.71,0.0,0.0,90,Clouds,May,Thursday,22
None,278.19,0.0,0.0,90,Clouds,May,Thursday,23
None,277.82,0.0,0.0,90,Clouds,May,Friday,0
None,277.22,0.0,0.0,90,Rain,May,Friday,1
None,276.89,0.0,0.0,90,Snow,May,Friday,2
None,275.91,0.0,0.0,90,Snow,May,Friday,3
None,275.91,0.0,0.0,90,Mist,May,Friday,3
None,275.73,0.0,0.0,90,Clouds,May,Friday,4
None,275.5,0.0,0.0,90,Clouds,May,Friday,5
None,275.22,0.0,0.0,90,Clouds,May,Friday,6
None,275.03,0.0,0.0,75,Clouds,May,Friday,7
None,275.12,0.0,0.0,1,Clear,May,Friday,8
None,275.49,0.0,0.0,90,Clouds,May,Friday,9
None,275.77,0.0,0.0,1,Clear,May,Friday,10
None,276.28,0.0,0.0,40,Clouds,May,Friday,11
None,276.95,0.0,0.0,75,Clouds,May,Friday,12
None,278.36,0.0,0.0,75,Clouds,May,Friday,13
None,280.02,0.0,0.0,75,Clouds,May,Friday,14
None,280.27,0.0,0.0,1,Clear,May,Friday,15
None,280.87,0.0,0.0,40,Clouds,May,Friday,16
None,280.4,0.0,0.0,40,Clouds,May,Friday,17
None,280.03,0.0,0.0,40,Clouds,May,Friday,18
None,279.52,0.0,0.0,1,Clear,May,Friday,19
None,278.99,0.0,0.0,1,Clear,May,Friday,20
None,277.98,0.0,0.0,1,Clear,May,Friday,21
None,277.23,0.0,0.0,1,Clear,May,Friday,22
None,276.55,0.0,0.0,1,Clear,May,Friday,23
None,276.08,0.0,0.0,1,Clear,May,Saturday,0
None,275.66,0.0,0.0,1,Clear,May,Saturday,1
None,274.96,0.0,0.0,1,Clear,May,Saturday,2
None,274.41,0.0,0.0,1,Clear,May,Saturday,3
None,274.31,0.0,0.0,1,Clear,May,Saturday,4
None,273.68,0.0,0.0,90,Clouds,May,Saturday,5
None,273.53,0.0,0.0,1,Clear,May,Saturday,6
None,273.31,0.0,0.0,90,Clouds,May,Saturday,7
None,273.55,0.0,0.0,90,Snow,May,Saturday,8
None,273.55,0.0,0.0,90,Mist,May,Saturday,8
None,273.55,0.0,0.0,90,Snow,May,Saturday,8
None,273.55,0.0,0.0,90,Fog,May,Saturday,8
None,273.48,0.0,0.0,90,Snow,May,Saturday,9
None,273.48,0.0,0.0,90,Mist,May,Saturday,9
None,273.96,0.0,0.0,90,Snow,May,Saturday,10
None,273.96,0.0,0.0,90,Mist,May,Saturday,10
None,274.47,0.0,0.0,90,Snow,May,Saturday,11
None,274.47,0.0,0.0,90,Mist,May,Saturday,11
None,274.67,0.0,0.0,90,Snow,May,Saturday,12
None,274.67,0.0,0.0,90,Mist,May,Saturday,12
None,275.56,0.0,0.0,90,Mist,May,Saturday,13
None,275.56,0.0,0.0,90,Snow,May,Saturday,13
None,275.66,0.0,0.0,90,Rain,May,Saturday,14
None,275.66,0.0,0.0,90,Snow,May,Saturday,14
None,275.66,0.0,0.0,90,Mist,May,Saturday,14
None,275.81,0.0,0.0,90,Mist,May,Saturday,15
None,275.81,0.0,0.0,90,Rain,May,Saturday,15
None,275.87,0.0,0.0,90,Mist,May,Saturday,16
None,275.87,0.0,0.0,90,Rain,May,Saturday,16
None,275.87,0.0,0.0,90,Rain,May,Saturday,16
None,275.61,0.0,0.0,90,Rain,May,Saturday,17
None,275.61,0.0,0.0,90,Mist,May,Saturday,17
None,275.61,0.0,0.0,90,Drizzle,May,Saturday,17
None,275.36,0.0,0.0,90,Rain,May,Saturday,18
None,275.36,0.0,0.0,90,Mist,May,Saturday,18
None,275.36,0.0,0.0,90,Drizzle,May,Saturday,18
None,275.36,0.0,0.0,90,Drizzle,May,Saturday,18
None,275.11,0.0,0.0,90,Rain,May,Saturday,19
None,275.11,0.0,0.0,90,Rain,May,Saturday,19
None,275.11,0.0,0.0,90,Drizzle,May,Saturday,19
None,274.82,0.0,0.0,90,Rain,May,Saturday,20
None,274.82,0.0,0.0,90,Drizzle,May,Saturday,20
None,274.82,0.0,0.0,90,Drizzle,May,Saturday,20
None,274.36,0.0,0.0,90,Rain,May,Saturday,21
None,274.36,0.0,0.0,90,Drizzle,May,Saturday,21
None,274.36,0.0,0.0,90,Drizzle,May,Saturday,21
None,274.21,0.0,0.0,90,Rain,May,Saturday,22
None,274.21,0.0,0.0,90,Drizzle,May,Saturday,22
None,273.92,0.0,0.0,90,Rain,May,Saturday,23
None,273.97,0.0,0.0,90,Clouds,May,Sunday,0
None,273.97,0.0,0.0,90,Clouds,May,Sunday,1
None,273.92,0.0,0.0,90,Drizzle,May,Sunday,2
None,273.76,0.0,0.0,90,Clouds,May,Sunday,3
None,273.66,0.0,0.0,90,Clouds,May,Sunday,4
None,273.66,0.0,0.0,90,Rain,May,Sunday,5
None,273.66,0.0,0.0,90,Drizzle,May,Sunday,6
None,273.71,0.0,0.0,90,Rain,May,Sunday,7
None,273.71,0.0,0.0,90,Drizzle,May,Sunday,7
None,274.08,0.0,0.0,90,Rain,May,Sunday,8
None,274.39,0.0,0.0,90,Rain,May,Sunday,9
None,274.95,0.0,0.0,90,Drizzle,May,Sunday,10
None,275.68,0.0,0.0,90,Clouds,May,Sunday,11
None,276.9,0.0,0.0,90,Mist,May,Sunday,12
None,278.21,0.0,0.0,90,Clouds,May,Sunday,13
None,279.11,0.0,0.0,90,Clouds,May,Sunday,14
None,279.69,0.0,0.0,90,Clouds,May,Sunday,15
None,280.35,0.0,0.0,90,Clouds,May,Sunday,16
None,280.95,0.0,0.0,75,Clouds,May,Sunday,17
None,281.26,0.0,0.0,90,Clouds,May,Sunday,18
None,281.05,0.0,0.0,90,Clouds,May,Sunday,19
None,280.33,0.0,0.0,75,Clouds,May,Sunday,20
None,279.8,0.0,0.0,90,Clouds,May,Sunday,21
None,279.09,0.0,0.0,90,Clouds,May,Sunday,22
None,278.58,0.0,0.0,90,Clouds,May,Sunday,23
None,277.97,0.0,0.0,75,Clouds,May,Monday,0
None,277.64,0.0,0.0,90,Clouds,May,Monday,1
None,277.26,0.0,0.0,90,Clouds,May,Monday,2
None,277.03,0.0,0.0,90,Clouds,May,Monday,3
None,276.7,0.0,0.0,90,Clouds,May,Monday,4
None,276.65,0.0,0.0,90,Rain,May,Monday,5
None,276.65,0.0,0.0,90,Clouds,May,Monday,6
None,276.65,0.0,0.0,90,Clouds,May,Monday,7
None,276.83,0.0,0.0,75,Clouds,May,Monday,8
None,277.91,0.0,0.0,90,Clouds,May,Monday,9
None,279.14,0.0,0.0,75,Clouds,May,Monday,10
None,280.38,0.0,0.0,40,Clouds,May,Monday,11
None,281.95,0.0,0.0,40,Clouds,May,Monday,12
None,283.56,0.0,0.0,1,Clear,May,Monday,13
None,285.64,0.0,0.0,40,Clouds,May,Monday,14
None,287.7,0.0,0.0,75,Clouds,May,Monday,15
None,289.23,0.0,0.0,1,Clear,May,Monday,16
None,290.44,0.0,0.0,1,Clear,May,Monday,17
None,291.51,0.0,0.0,90,Clouds,May,Monday,18
None,291.52,0.0,0.0,1,Clear,May,Monday,19
None,291.13,0.0,0.0,40,Clouds,May,Monday,20
None,289.17,0.0,0.0,1,Clear,May,Monday,21
None,287.28,0.0,0.0,1,Clear,May,Monday,22
None,285.56,0.0,0.0,1,Clear,May,Monday,23
None,285.08,0.0,0.0,1,Clear,May,Tuesday,0
None,283.8,0.0,0.0,1,Clear,May,Tuesday,1
None,282.72,0.0,0.0,1,Clear,May,Tuesday,2
None,281.91,0.0,0.0,1,Clear,May,Tuesday,3
None,281.0,0.0,0.0,1,Clear,May,Tuesday,4
None,280.37,0.0,0.0,40,Mist,May,Tuesday,5
None,280.02,0.0,0.0,1,Clear,May,Tuesday,6
None,279.86,0.0,0.0,1,Clear,May,Tuesday,7
None,281.28,0.0,0.0,1,Clear,May,Tuesday,8
None,283.43,0.0,0.0,1,Clear,May,Tuesday,9
None,285.88,0.0,0.0,1,Clear,May,Tuesday,10
None,289.23,0.0,0.0,1,Clear,May,Tuesday,11
None,291.5,0.0,0.0,1,Clear,May,Tuesday,12
None,294.12,0.0,0.0,20,Clouds,May,Tuesday,13
None,294.55,0.0,0.0,1,Clear,May,Tuesday,14
None,295.41,0.0,0.0,1,Clear,May,Tuesday,15
None,296.07,0.0,0.0,1,Clear,May,Tuesday,16
None,295.88,0.0,0.0,75,Clouds,May,Tuesday,17
None,295.92,0.0,0.0,40,Clouds,May,Tuesday,18
None,295.54,0.0,0.0,1,Clear,May,Tuesday,19
None,294.92,0.0,0.0,1,Clear,May,Tuesday,20
None,293.13,0.0,0.0,1,Clear,May,Tuesday,21
None,290.48,0.0,0.0,1,Clear,May,Tuesday,22
None,289.08,0.0,0.0,1,Clear,May,Tuesday,23
None,287.91,0.0,0.0,1,Clear,May,Wednesday,0
None,287.3,0.0,0.0,1,Clear,May,Wednesday,1
None,286.13,0.0,0.0,1,Clear,May,Wednesday,2
None,285.39,0.0,0.0,1,Clear,May,Wednesday,3
None,284.36,0.0,0.0,1,Clear,May,Wednesday,4
None,283.79,0.0,0.0,1,Clear,May,Wednesday,5
None,283.1,0.0,0.0,1,Clear,May,Wednesday,6
None,282.96,0.0,0.0,1,Mist,May,Wednesday,7
None,284.87,0.0,0.0,1,Clear,May,Wednesday,8
None,288.07,0.0,0.0,1,Clear,May,Wednesday,9
None,291.07,0.0,0.0,1,Clear,May,Wednesday,10
None,293.55,0.0,0.0,1,Clear,May,Wednesday,11
None,295.56,0.0,0.0,1,Clear,May,Wednesday,12
None,296.5,0.0,0.0,75,Clouds,May,Wednesday,13
None,297.58,0.0,0.0,40,Clouds,May,Wednesday,14
None,297.63,0.0,0.0,40,Clouds,May,Wednesday,15
None,297.88,0.0,0.0,40,Clouds,May,Wednesday,16
None,297.47,0.0,0.0,40,Clouds,May,Wednesday,17
None,297.67,0.0,0.0,75,Clouds,May,Wednesday,18
None,297.41,0.0,0.0,40,Clouds,May,Wednesday,19
None,296.6,0.0,0.0,1,Clear,May,Wednesday,20
None,293.3,0.0,0.0,40,Clouds,May,Wednesday,21
None,291.97,0.0,0.0,1,Clear,May,Wednesday,22
None,289.83,0.0,0.0,1,Clear,May,Wednesday,23
None,288.77,0.0,0.0,1,Clear,May,Thursday,0
None,288.36,0.0,0.0,1,Clear,May,Thursday,1
None,288.26,0.0,0.0,1,Clear,May,Thursday,2
None,288.76,0.0,0.0,1,Clear,May,Thursday,3
None,288.07,0.0,0.0,1,Clear,May,Thursday,4
None,286.93,0.0,0.0,75,Clouds,May,Thursday,5
None,286.78,0.0,0.0,1,Rain,May,Thursday,6
None,287.56,0.0,0.0,75,Rain,May,Thursday,7
None,288.37,0.0,0.0,75,Clouds,May,Thursday,8
None,290.47,0.0,0.0,40,Clouds,May,Thursday,9
None,292.42,0.0,0.0,1,Clear,May,Thursday,10
None,294.3,0.0,0.0,40,Clouds,May,Thursday,11
None,295.56,0.0,0.0,40,Clouds,May,Thursday,12
None,296.88,0.0,0.0,90,Clouds,May,Thursday,13
None,297.2,0.0,0.0,1,Clear,May,Thursday,14
None,296.95,0.0,0.0,40,Clouds,May,Thursday,15
None,295.91,0.0,0.0,90,Drizzle,May,Thursday,16
None,295.91,0.0,0.0,90,Drizzle,May,Thursday,16
None,293.36,0.0,0.0,90,Drizzle,May,Thursday,17
None,293.36,0.0,0.0,90,Rain,May,Thursday,17
None,292.43,0.0,0.0,90,Rain,May,Thursday,18
None,292.43,0.0,0.0,90,Rain,May,Thursday,18
None,290.9,0.0,0.0,90,Rain,May,Thursday,19
None,290.9,0.0,0.0,90,Rain,May,Thursday,19
None,289.67,0.0,0.0,90,Rain,May,Thursday,20
None,289.67,0.0,0.0,90,Rain,May,Thursday,20
None,288.91,0.0,0.0,90,Rain,May,Thursday,21
None,288.91,0.0,0.0,90,Mist,May,Thursday,21
None,288.91,0.0,0.0,90,Rain,May,Thursday,21
None,288.77,0.0,0.0,90,Rain,May,Thursday,22
None,288.77,0.0,0.0,90,Rain,May,Thursday,22
None,288.77,0.0,0.0,90,Drizzle,May,Thursday,22
None,288.67,0.0,0.0,90,Drizzle,May,Thursday,23
None,288.67,0.0,0.0,90,Rain,May,Thursday,23
None,288.05,0.0,0.0,90,Rain,May,Friday,0
None,288.05,0.0,0.0,90,Drizzle,May,Friday,0
None,287.78,0.0,0.0,90,Clouds,May,Friday,1
None,287.68,0.0,0.0,90,Clouds,May,Friday,2
None,287.41,0.0,0.0,75,Rain,May,Friday,3
None,287.46,0.0,0.0,90,Drizzle,May,Friday,4
None,287.55,0.0,0.0,90,Clouds,May,Friday,5
None,287.41,0.0,0.0,90,Drizzle,May,Friday,6
None,287.08,0.0,0.0,90,Clouds,May,Friday,7
None,287.23,0.0,0.0,90,Rain,May,Friday,8
None,287.26,0.0,0.0,90,Clouds,May,Friday,9
None,287.1,0.0,0.0,90,Drizzle,May,Friday,10
None,286.75,0.0,0.0,90,Clouds,May,Friday,11
None,286.38,0.0,0.0,90,Clouds,May,Friday,12
None,284.58,0.0,0.0,90,Rain,May,Friday,13
None,284.58,0.0,0.0,90,Mist,May,Friday,13
None,284.18,0.0,0.0,90,Rain,May,Friday,14
None,283.49,0.0,0.0,90,Rain,May,Friday,15
None,283.3,0.0,0.0,90,Clouds,May,Friday,16
None,282.43,0.0,0.0,90,Clouds,May,Friday,17
